Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SAN SEBASTIÁN;5;18;0;0;56,3;22;1;23;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 11-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 60,700, N-634 pk 62,000;Lento SANTANDER;1;29;1;0;64,84;31;0;31;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;0;11;2;106,15;13;0;13;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;0;0;4;0;100;4;0;4;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;15;58;5;95,83;36;42;78;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;5;94;4;99,85;72;31;103;
2025-12-08;01:00:00 - 01:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento TOLOSA;1;1;0;0;45;2;0;2;
2025-12-08;01:00:00 - 01:30:00;GI-2130;[GI-2130] 132-ETD NAVARRA-TOLOSA, GI-2130 pk 11,700, GI-2130 pk 16,100;Lento NAVARRA;2;3;0;0;49;5;0;5;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;3;12;0;0;57;13;2;15;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;1;14;0;0;62,33;15;0;15;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Central LASARTE-ORIA;0;5;1;0;70,83;5;1;6;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento LASARTE-ORIA;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento ASTIGARRAGA;0;12;5;0;75,29;16;1;17;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Central IRUN;0;22;33;0;86;53;2;55;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento PASAIA;0;39;36;0;81,8;73;2;75;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;0;11;2;0;70,38;12;1;13;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;0;8;4;0;76,67;12;0;12;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;0;13;45;1;92,97;20;39;59;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;0;6;1;105,71;5;2;7;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;0;4;6;0;86;7;3;10;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;11;24;14;0;66,02;22;27;49;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento N-I BAZKARDO;0;34;35;4;85,89;32;41;73;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central N-I BAZKARDO;0;0;2;1;113,33;3;0;3;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Lento SAN SEBASTIÁN;0;2;28;5;103,71;25;10;35;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 315-ETD SAN SEBASTIÁN-N-I BAZKARDO, A-15 pk 158,700, A-15 pk 162,100;Central SAN SEBASTIÁN;0;11;62;7;98,69;55;25;80;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido SAN SEBASTIÁN;0;0;5;3;115;8;0;8;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central SAN SEBASTIÁN;0;3;68;13;104,94;50;34;84;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento SAN SEBASTIÁN;0;7;10;1;88,61;17;1;18;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Rápido ANDOAIN;0;0;4;4;120;7;1;8;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento LASARTE-ORIA;0;13;107;9;99,26;98;31;129;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central LASARTE-ORIA;0;0;9;2;107,27;11;0;11;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Central VITORIA-GASTEIZ;0;0;16;3;106,32;15;4;19;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 12-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 436,800, N-I pk 444,700;Lento VITORIA-GASTEIZ;0;7;67;3;98,38;36;41;77;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central PASAIA;1;37;59;2;86,97;97;2;99;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido PASAIA;0;0;8;0;100;8;0;8;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido IRUN;0;1;7;2;104,5;10;0;10;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento PASAIA;0;19;5;0;72,29;23;1;24;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento IRUN;0;17;9;0;77,12;25;1;26;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central IRUN;0;21;37;1;88,22;58;1;59;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Central ANDOAIN;0;0;52;16;109,41;27;41;68;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 259-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 164,300, A-15 pk 166,100;Lento ANDOAIN;0;5;2;0;75;7;0;7;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Lento A LA GI-20;0;3;8;0;90,45;11;0;11;
2025-12-08;01:00:00 - 01:30:00;GI-40;[GI-40] 316-ETD ENLACE HOSPITAL-A LA GI-20, GI-40 pk 3,000, GI-40 pk 3,800;Central A LA GI-20;0;0;4;0;100;4;0;4;
2025-12-08;01:00:00 - 01:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento HONDARRIBIA;1;0;0;0;25;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento LEZO;3;0;0;0;25;3;0;3;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central ANDOAIN;0;5;33;5;100,58;39;4;43;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido ANDOAIN;0;0;3;1;110;4;0;4;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento ANDOAIN;0;19;26;3;88,65;9;39;48;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido SAN SEBASTIÁN;0;0;8;8;120;16;0;16;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento SAN SEBASTIÁN;0;1;13;0;97,5;12;2;14;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central SAN SEBASTIÁN;0;6;78;17;104,65;71;30;101;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento EIBAR;0;2;5;0;90;7;0;7;
2025-12-08;01:00:00 - 01:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento ARABA;0;4;4;0;82,5;8;0;8;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento VITORIA-GASTEIZ;0;4;62;6;101,39;32;40;72;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Lento LASARTE-ORIA;0;33;59;1;88,01;63;30;93;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central LASARTE-ORIA;0;0;13;2;105,33;15;0;15;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 107-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 426,300, N-I pk 433,300;Central VITORIA-GASTEIZ;0;0;3;2;116;4;1;5;
2025-12-08;01:00:00 - 01:30:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento HONDARRIBIA;0;13;6;0;76,05;18;1;19;
2025-12-08;01:00:00 - 01:30:00;N-638;[N-638] 128-ETD HONDARRIBIA-IRUN, N-638 pk 0,000, N-638 pk 1,000;Lento IRUN;0;7;13;1;90,24;21;0;21;
2025-12-08;01:00:00 - 01:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BERGARA;0;5;0;0;65;4;1;5;
2025-12-08;01:00:00 - 01:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BIZKAIA;0;5;1;0;70,83;5;1;6;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento A LA GI-20;3;15;0;0;58,33;17;1;18;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido N-I;0;1;3;0;91,25;4;0;4;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido A LA GI-20;0;0;3;0;100;3;0;3;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central A LA GI-20;0;24;34;1;86,44;59;0;59;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central N-I;0;35;18;0;76,89;52;1;53;
2025-12-08;01:00:00 - 01:30:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento N-I;0;14;1;0;67,33;15;0;15;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento USURBIL, AP-8;1;17;26;0;84,77;44;0;44;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central USURBIL, AP-8;0;18;51;2;92,25;67;4;71;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central USURBIL, AP-8;0;6;24;0;93;29;1;30;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;3;15;0;0;58,33;17;1;18;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;12;0;100;12;0;12;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;0;14;1;0;67,33;15;0;15;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;0;1;0;100;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;0;7;28;1;94,31;34;2;36;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Central ERRENTERIA AP-8;5;77;0;0;62,56;79;3;82;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido ERRENTERIA AP-8;1;7;1;0;64,44;9;0;9;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Rápido USURBIL, AP-8;0;1;5;0;94,17;6;0;6;
2025-12-08;01:00:00 - 01:30:00;GI-20;[GI-20] 116-ETD ERRENTERIA AP-8-USURBIL, AP-8, GI-20 pk 9,800, GI-20 pk 10,900;Lento ERRENTERIA AP-8;2;26;0;0;62,14;28;0;28;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central PASAIA;0;21;32;0;86,13;51;2;53;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento PASAIA;8;3;0;0;35,91;7;4;11;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento IRUN;5;9;0;0;50,71;13;1;14;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central IRUN;0;23;16;0;79,36;37;2;39;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SANTANDER;0;5;9;0;87,5;14;0;14;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Central SANTANDER;0;0;2;1;113,33;3;0;3;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SAN SEBASTIÁN;0;4;7;0;87,27;11;0;11;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento LASARTE-ORIA;0;49;77;0;86,39;95;31;126;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central VITORIA-GASTEIZ;0;0;2;2;120;3;1;4;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Lento VITORIA-GASTEIZ;0;11;66;3;96,69;38;42;80;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 96-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 444,700, N-I pk 447,700;Central LASARTE-ORIA;0;0;33;3;103,33;33;3;36;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMAIA;2;17;1;0;62,75;20;0;20;
2025-12-08;01:00:00 - 01:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMARRAGA;1;15;0;0;62,5;16;0;16;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento ASTIGARRAGA;1;20;1;0;64,77;21;1;22;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento LASARTE-ORIA;4;16;1;0;59,05;20;1;21;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Central LASARTE-ORIA;1;6;0;0;59,29;6;1;7;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central SAN SEBASTIÁN;0;0;6;0;100;5;1;6;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento SAN SEBASTIÁN;0;6;89;8;101,07;71;32;103;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Lento ANDOAIN;0;11;56;3;96,21;32;38;70;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 303-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 166,100, A-15 pk 167,000;Central ANDOAIN;0;0;13;3;107,5;14;2;16;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,000, A-15 pk 156,000;Lento ANDOAIN;0;22;7;0;73,45;24;5;29;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,000, A-15 pk 156,000;Lento NAVARRA;11;4;0;0;35,67;13;2;15;
2025-12-08;01:00:00 - 01:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento BERGARA;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento URRETXU;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SANTANDER;1;7;0;0;60;8;0;8;
2025-12-08;01:00:00 - 01:30:00;N-634;[N-634] 40-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 22,800, N-634 pk 27,700;Lento SAN SEBASTIÁN;0;9;2;0;71,36;11;0;11;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ASTIGARRAGA;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ERRENTERIA;0;6;0;0;65;5;1;6;
2025-12-08;01:00:00 - 01:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento ELGOIBAR;0;4;10;0;90;14;0;14;
2025-12-08;01:00:00 - 01:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento TOLOSA;0;3;3;0;82,5;6;0;6;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central LASARTE-ORIA;0;0;1;0;100;1;0;1;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento LASARTE-ORIA;0;8;63;0;96,06;39;32;71;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento VITORIA-GASTEIZ;0;3;61;4;100,81;28;40;68;
2025-12-08;01:00:00 - 01:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central VITORIA-GASTEIZ;0;0;5;1;106,67;4;2;6;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central ANDOAIN;0;0;1;3;130;4;0;4;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento ANDOAIN;0;1;60;11;105,63;29;43;72;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Lento SAN SEBASTIÁN;0;16;56;11;98,55;54;29;83;
2025-12-08;01:00:00 - 01:30:00;A-15;[A-15] 120-ETD ANDOAIN-SAN SEBASTIÁN, A-15 pk 162,100, A-15 pk 164,300;Central SAN SEBASTIÁN;0;1;6;5;113,75;10;2;12;
2025-12-08;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento BILBAO;1;72;21;0;72,39;21;73;94;
2025-12-08;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central BILBAO;0;1;6;0;95;5;2;7;
2025-12-08;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento FRANCIA;8;60;3;0;61,97;18;53;71;
2025-12-08;01:00:00 - 01:30:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central FRANCIA;0;5;4;0;80,56;7;2;9;
2025-12-08;01:00:00 - 01:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento ALTO ARITXULEGI;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento OIARTZUN;0;0;0;0;0,0;0;0;0;
2025-12-08;01:00:00 - 01:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BIZKAIA;0;2;0;0;65;2;0;2;
2025-12-08;01:00:00 - 01:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BEASAIN;0;1;0;0;65;1;0;1;
2025-12-08;01:00:00 - 01:30:00;GI-636;[GI-636] 102-ETD PASAIA-PTE. BEHOBIA, GI-636 pk 15,300, GI-636 pk 17,000;Lento PTE. BEHOBIA;7;6;1;0;47,5;13;1;14;
