Fecha;Hora;Sistema;ETD;Detector;0-50 (km/h);50-80 (km/h);80-120 (km/h);120-255 (km/h);Velocidad media (km/h);0-6 (m);6-999 (m);Vehículos totales;
2025-12-11;13:00:00 - 13:30:00;N-121-A;[N-121-A] 288-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 68,400, N-121-A pk 74,500;Lento NAVARRA;0;6;149;12;101,62;111;56;167;
2025-12-11;13:00:00 - 13:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento TOLOSA;1;42;66;0;85,83;93;16;109;
2025-12-11;13:00:00 - 13:30:00;GI-2634;[GI-2634] 131-ETD TOLOSA-ELGOIBAR, GI-2634 pk 28,800, GI-2634 pk 38,800;Lento ELGOIBAR;0;52;55;0;82,99;93;14;107;
2025-12-11;13:00:00 - 13:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central IRUN;56;102;1;0;51,13;158;1;159;
2025-12-11;13:00:00 - 13:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento IRUN;91;56;0;0;40,24;138;9;147;
2025-12-11;13:00:00 - 13:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Central HENDAIA;14;37;1;0;54,9;50;2;52;
2025-12-11;13:00:00 - 13:30:00;GI-636-H;[GI-636-H] 258-ETD HENDAIA-IRUN, GI-636-H pk 0,000, GI-636-H pk 0,500;Lento HENDAIA;227;69;0;0;34,32;288;8;296;
2025-12-11;13:00:00 - 13:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento NAVARRA;115;15;0;0;29,62;114;16;130;
2025-12-11;13:00:00 - 13:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central BEHOBIA, GI-636;42;24;0;0;39,55;63;3;66;
2025-12-11;13:00:00 - 13:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Lento BEHOBIA, GI-636;186;20;0;0;28,88;183;23;206;
2025-12-11;13:00:00 - 13:30:00;N-121-A;[N-121-A] 295-ETD BEHOBIA, GI-636-NAVARRA, N-121-A pk 74,500, N-121-A pk 75,000;Central NAVARRA;169;6;0;0;26,37;151;24;175;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento VITORIA-GASTEIZ;0;34;143;7;95,05;86;98;184;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central VITORIA-GASTEIZ;0;0;44;6;104,8;47;3;50;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Lento LASARTE-ORIA;36;64;60;0;69,13;63;97;160;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 30-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 405,500, N-I pk 412,500;Central LASARTE-ORIA;3;25;50;0;85,9;59;19;78;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento ASTIGARRAGA;1;155;31;0;70,59;174;13;187;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Central LASARTE-ORIA;0;100;25;0;72;116;9;125;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 9101-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 0,500;Lento LASARTE-ORIA;5;0;0;0;25;4;1;5;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido SAN SEBASTIÁN;0;0;193;66;110,19;254;5;259;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central SAN SEBASTIÁN;0;40;362;15;98,08;291;126;417;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento SAN SEBASTIÁN;0;24;151;2;95,71;146;31;177;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Rápido ANDOAIN;2;8;216;26;102,42;242;10;252;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Central ANDOAIN;7;57;363;19;96,05;367;79;446;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 69-ETD SAN SEBASTIÁN-ANDOAIN, A-15 pk 167,000, A-15 pk 169,300;Lento ANDOAIN;0;74;137;4;88,7;104;111;215;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central IRUN;0;58;227;0;92,88;275;10;285;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento IRUN;7;533;87;0;69,41;554;73;627;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Central PASAIA;0;53;106;0;88,33;154;5;159;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 253-ETD IRUN-PASAIA, GI-636 pk 2,100, GI-636 pk 2,600;Lento PASAIA;27;580;90;0;67,97;629;68;697;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento ARABA;60;212;0;0;56,18;237;35;272;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 89-ETD EIBAR-ARABA, GI-627 pk 37,000, GI-627 pk 39,400;Lento EIBAR;84;201;0;0;53,21;248;37;285;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento EIBAR;1;106;14;0;68,72;102;19;121;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 112-ETD ARABA-EIBAR, GI-627 pk 27,200, GI-627 pk 37,000;Lento ARABA;3;116;27;0;70,65;123;23;146;
2025-12-11;13:00:00 - 13:30:00;GI-3591;[GI-3591] 206-ETD ARANTZAZU-OÑATI, GI-3591 pk 0,000, GI-3591 pk 2,900;Lento ARANTZAZU;14;3;0;0;32,06;17;0;17;
2025-12-11;13:00:00 - 13:30:00;GI-3591;[GI-3591] 206-ETD ARANTZAZU-OÑATI, GI-3591 pk 0,000, GI-3591 pk 2,900;Lento OÑATI;25;0;0;0;25;25;0;25;
2025-12-11;13:00:00 - 13:30:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ANOETA;5;4;0;0;42,78;8;1;9;
2025-12-11;13:00:00 - 13:30:00;GI-3630;[GI-3630] 190-ETD ASTEASU-ANOETA, GI-3630 pk 0,000, GI-3630 pk 9,000;Lento ASTEASU;6;2;0;0;35;8;0;8;
2025-12-11;13:00:00 - 13:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMAIA;156;109;0;0;41,45;239;26;265;
2025-12-11;13:00:00 - 13:30:00;GI-631;[GI-631] 158-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 13,500, GI-631 pk 19,000;Lento ZUMARRAGA;193;102;0;0;38,83;271;24;295;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento ASTIGARRAGA;82;306;4;0;56,99;359;33;392;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Lento LASARTE-ORIA;75;176;9;0;54,67;244;16;260;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 1-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 0,000, GI-2132 pk 1,000;Central LASARTE-ORIA;14;101;7;0;62,42;116;6;122;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento ARABA;2;11;0;0;58,85;13;0;13;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 52-ETD ARABA-EIBAR, GI-627 pk 19,300, GI-627 pk 27,200;Lento EIBAR;8;6;0;0;42,14;11;3;14;
2025-12-11;13:00:00 - 13:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BIZKAIA;2;5;0;0;53,57;7;0;7;
2025-12-11;13:00:00 - 13:30:00;GI-2632;[GI-2632] 9159-ETD BEASAIN-BIZKAIA, GI-2632 pk 14,100, GI-2632 pk 17,200;Lento BEASAIN;3;10;0;0;55,77;13;0;13;
2025-12-11;13:00:00 - 13:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BIZKAIA;7;55;8;0;65;62;8;70;
2025-12-11;13:00:00 - 13:30:00;GI-2632;[GI-2632] 87-ETD BIZKAIA-BEASAIN, GI-2632 pk 5,900, GI-2632 pk 9,700;Lento BEASAIN;7;57;9;0;65,48;62;11;73;
2025-12-11;13:00:00 - 13:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento OIARTZUN;5;3;0;0;40;8;0;8;
2025-12-11;13:00:00 - 13:30:00;GI-3420;[GI-3420] 191-ETD ALTO ARITXULEGI-OIARTZUN, GI-3420 pk 0,000, GI-3420 pk 8,700;Lento ALTO ARITXULEGI;4;3;0;0;42,14;7;0;7;
2025-12-11;13:00:00 - 13:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento LEZO;17;0;0;0;25;17;0;17;
2025-12-11;13:00:00 - 13:30:00;GI-3440;[GI-3440] 77-ETD LEZO-HONDARRIBIA, GI-3440 pk 0,000, GI-3440 pk 19,100;Lento HONDARRIBIA;25;0;0;0;25;24;1;25;
2025-12-11;13:00:00 - 13:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SANTANDER;36;172;1;0;58,28;189;20;209;
2025-12-11;13:00:00 - 13:30:00;N-634;[N-634] 106-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 58,200, N-634 pk 60,700;Lento SAN SEBASTIÁN;50;177;3;0;56,76;215;15;230;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central VITORIA-GASTEIZ;0;0;154;18;104,19;160;12;172;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento VITORIA-GASTEIZ;0;104;319;5;91,96;289;139;428;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Lento LASARTE-ORIA;0;40;365;11;97,69;289;127;416;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 100-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 433,300, N-I pk 436,800;Central LASARTE-ORIA;0;0;145;33;107,42;165;13;178;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento EIBAR;7;198;7;0;64,83;183;29;212;
2025-12-11;13:00:00 - 13:30:00;GI-627;[GI-627] 127-ETD ARABA-EIBAR, GI-627 pk 39,400, GI-627 pk 44,500;Lento ARABA;4;211;14;0;66,44;193;36;229;
2025-12-11;13:00:00 - 13:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BIZKAIA;5;68;1;0;62,77;44;30;74;
2025-12-11;13:00:00 - 13:30:00;N-636;[N-636] 133-ETD BIZKAIA-BERGARA, N-636 pk 29,700, N-636 pk 34,000;Lento BERGARA;24;72;5;0;57,23;63;38;101;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ASTIGARRAGA;1;77;22;0;72,3;74;26;100;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 93-ETD ASTIGARRAGA-ERRENTERIA, GI-2132 pk 10,100, GI-2132 pk 15,200;Lento ERRENTERIA;13;119;9;0;63,55;124;17;141;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,000, A-15 pk 156,000;Lento ANDOAIN;3;172;5;0;65,31;116;64;180;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,000, A-15 pk 156,000;Central NAVARRA;0;0;0;0;0,0;0;0;0;
2025-12-11;13:00:00 - 13:30:00;A-15;[A-15] 134-ETD NAVARRA-ANDOAIN, A-15 pk 139,000, A-15 pk 156,000;Lento NAVARRA;129;24;0;0;31,27;106;47;153;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central FRANCIA;44;5;0;0;29,08;48;1;49;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento FRANCIA;165;3;0;0;25,71;159;9;168;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Lento IRUN;148;9;0;0;27,29;142;15;157;
2025-12-11;13:00:00 - 13:30:00;GI-636;[GI-636] 256-ETD FRANCIA-IRUN, GI-636 pk 17,000, GI-636 pk 17,300;Central IRUN;15;2;0;0;29,71;17;0;17;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ASTIGARRAGA;459;0;0;0;25;401;58;459;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 9136-ETD ERRENTERIA-ASTIGARRAGA, GI-2132 pk 15,200, GI-2132 pk 15,500;Lento ERRENTERIA;412;3;0;0;25,29;375;40;415;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento ASTIGARRAGA;127;178;0;0;48,34;290;15;305;
2025-12-11;13:00:00 - 13:30:00;GI-2132;[GI-2132] 71-ETD LASARTE-ORIA-ASTIGARRAGA, GI-2132 pk 1,000, GI-2132 pk 2,500;Lento LASARTE-ORIA;167;141;0;0;43,31;283;25;308;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento VITORIA-GASTEIZ;0;24;333;12;99,02;246;123;369;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central VITORIA-GASTEIZ;0;0;131;44;110,06;170;5;175;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Central LASARTE-ORIA;0;4;135;18;103,69;147;10;157;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 111-ETD LASARTE-ORIA-VITORIA-GASTEIZ, N-I pk 417,900, N-I pk 426,300;Lento LASARTE-ORIA;0;76;293;11;94,16;257;123;380;
2025-12-11;13:00:00 - 13:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento URRETXU;3;135;47;0;73,24;164;21;185;
2025-12-11;13:00:00 - 13:30:00;GI-2630;[GI-2630] 9259-ETD URRETXU-BERGARA, GI-2630 pk 0,200, GI-2630 pk 3,600;Lento BERGARA;5;116;53;0;74,51;146;28;174;
2025-12-11;13:00:00 - 13:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento BERGARA;6;36;3;0;62;40;5;45;
2025-12-11;13:00:00 - 13:30:00;GI-2630;[GI-2630] 82-ETD URRETXU-BERGARA, GI-2630 pk 13,800, GI-2630 pk 20,200;Lento URRETXU;6;36;1;0;60,23;39;4;43;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central VITORIA-GASTEIZ;0;2;90;11;103,59;94;9;103;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento LASARTE-ORIA;0;57;339;5;95,52;289;112;401;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Central LASARTE-ORIA;0;1;63;4;101,84;59;9;68;
2025-12-11;13:00:00 - 13:30:00;N-I;[N-I] 168-ETD VITORIA-GASTEIZ-LASARTE-ORIA, N-I pk 412,500, N-I pk 417,900;Lento VITORIA-GASTEIZ;0;44;237;9;95,93;179;111;290;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido N-I;0;50;141;0;90,84;184;7;191;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central N-I;5;372;80;0;70,69;412;45;457;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento N-I;7;154;11;0;65,61;154;18;172;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Rápido A LA GI-20;0;35;141;1;93,31;169;8;177;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Central A LA GI-20;14;309;168;0;75,84;419;72;491;
2025-12-11;13:30:00 - 14:00:00;GI-11;[GI-11] 247-ETD N-I-A LA GI-20, GI-11 pk 0,000, GI-11 pk 2,500;Lento A LA GI-20;58;95;0;0;49,84;124;29;153;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento PASAIA;244;44;1;0;31,35;242;47;289;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central IRUN;1;374;47;0;68,8;373;49;422;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Lento IRUN;115;93;1;0;43,16;180;29;209;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 36-ETD PASAIA-IRUN, GI-636 pk 4,500, GI-636 pk 7,900;Central PASAIA;3;387;68;0;69,93;412;46;458;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento PASAIA;4;625;34;0;66,55;616;47;663;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Lento IRUN;4;1;1;0;44,17;4;2;6;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 252-ETD IRUN-PASAIA, GI-636 pk 2,600, GI-636 pk 4,500;Central IRUN;7;628;90;0;68,96;658;67;725;
2025-12-11;13:30:00 - 14:00:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento BILBAO;34;223;24;2;63,69;86;197;283;
2025-12-11;13:30:00 - 14:00:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central BILBAO;0;85;56;0;78,9;125;16;141;
2025-12-11;13:30:00 - 14:00:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Central FRANCIA;1;37;77;1;88,53;100;16;116;
2025-12-11;13:30:00 - 14:00:00;AP-8;[AP-8] 257-ETD FRANCIA-BILBAO, AP-8 pk 0,000, AP-8 pk 0,500;Lento FRANCIA;15;314;21;0;65,39;130;220;350;
2025-12-11;13:30:00 - 14:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SANTANDER;0;56;49;0;81,33;100;5;105;
2025-12-11;13:30:00 - 14:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Central SANTANDER;0;2;18;1;98,57;20;1;21;
2025-12-11;13:30:00 - 14:00:00;N-634;[N-634] 317-ETD SAN SEBASTIÁN-SANTANDER, N-634 pk 62,000, N-634 pk 65,900;Lento SAN SEBASTIÁN;0;71;41;0;77,81;102;10;112;
2025-12-11;13:30:00 - 14:00:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento TOLOSA;13;34;0;0;53,94;42;5;47;
2025-12-11;13:30:00 - 14:00:00;GI-2135;[GI-2135] 48-ETD NAVARRA-TOLOSA, GI-2135 pk 2,300, GI-2135 pk 11,200;Lento NAVARRA;9;36;0;0;57;38;7;45;
2025-12-11;13:30:00 - 14:00:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMARRAGA;3;101;45;0;74,77;130;19;149;
2025-12-11;13:30:00 - 14:00:00;GI-631;[GI-631] 58-ETD ZUMARRAGA-ZUMAIA, GI-631 pk 8,200, GI-631 pk 13,500;Lento ZUMAIA;1;111;58;0;76,71;151;19;170;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento IRUN;15;249;39;0;67,52;284;19;303;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central IRUN;5;316;119;0;74,01;374;66;440;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido IRUN;1;38;261;3;95,76;290;13;303;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Lento PASAIA;21;148;9;0;62,05;159;19;178;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Central PASAIA;19;448;117;2;70,95;522;64;586;
2025-12-11;13:30:00 - 14:00:00;GI-636;[GI-636] 101-ETD PASAIA-IRUN, GI-636 pk 0,000, GI-636 pk 2,100;Rápido PASAIA;1;36;179;5;94,86;214;7;221;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento ERRENTERIA AP-8;14;344;308;1;80,43;588;79;667;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central ERRENTERIA AP-8;1;48;240;2;94,24;264;27;291;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido ERRENTERIA AP-8;0;0;51;3;102,22;52;2;54;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Lento USURBIL, AP-8;5;421;221;0;76,65;596;51;647;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Central USURBIL, AP-8;0;31;207;1;95,63;209;30;239;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 250-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 10,900, GI-20 pk 13,200;Rápido USURBIL, AP-8;0;0;89;5;102,13;92;2;94;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento USURBIL, AP-8;58;95;0;0;49,84;124;29;153;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido ERRENTERIA AP-8;0;0;51;3;102,22;52;2;54;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Central ERRENTERIA AP-8;1;48;240;2;94,24;264;27;291;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Lento ERRENTERIA AP-8;7;154;11;0;65,61;154;18;172;
2025-12-11;13:30:00 - 14:00:00;GI-20;[GI-20] 249-ETD USURBIL, AP-8-ERRENTERIA AP-8, GI-20 pk 13,800, GI-20 pk 15,900;Rápido USURBIL, AP-8;0;0;89;5;102,13;92;2;94;
