Estacion;Fecha;Hora;Carril 1 ligeros ;Carril 1 pesados;Carril 2 ligeros ;Carril 2 pesados;Carril 3 ligeros ;Carril 3 pesados;Carril 4 ligeros ;Carril 4 pesados;Carril 5 ligeros ;Carril 5 pesados;Carril 6 ligeros ;Carril 6 pesados
00001 ; 08/12/2025 ; 01:00 ; 00043 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00041 ; 00004 ; 00013 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 02:00 ; 00051 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00002 ; 00016 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 03:00 ; 00019 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00002 ; 00007 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 04:00 ; 00016 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00006 ; 00002 ; 00008 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 05:00 ; 00012 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00001 ; 00008 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 06:00 ; 00041 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00001 ; 00013 ; 00001 ; 00000 ; 00000
00001 ; 08/12/2025 ; 07:00 ; 00037 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00032 ; 00002 ; 00025 ; 00001 ; 00000 ; 00000
00001 ; 08/12/2025 ; 08:00 ; 00070 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00047 ; 00007 ; 00037 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 09:00 ; 00126 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00084 ; 00008 ; 00057 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 10:00 ; 00204 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00106 ; 00007 ; 00052 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 11:00 ; 00364 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00158 ; 00006 ; 00074 ; 00004 ; 00000 ; 00000
00001 ; 08/12/2025 ; 12:00 ; 00424 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00213 ; 00006 ; 00116 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 13:00 ; 00436 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00272 ; 00006 ; 00134 ; 00007 ; 00000 ; 00000
00001 ; 08/12/2025 ; 14:00 ; 00425 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00282 ; 00010 ; 00146 ; 00004 ; 00000 ; 00000
00001 ; 08/12/2025 ; 15:00 ; 00327 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00243 ; 00008 ; 00101 ; 00006 ; 00000 ; 00000
00001 ; 08/12/2025 ; 16:00 ; 00268 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00203 ; 00008 ; 00097 ; 00004 ; 00000 ; 00000
00001 ; 08/12/2025 ; 17:00 ; 00367 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00246 ; 00006 ; 00134 ; 00002 ; 00000 ; 00000
00001 ; 08/12/2025 ; 18:00 ; 00441 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00332 ; 00011 ; 00159 ; 00004 ; 00000 ; 00000
00001 ; 08/12/2025 ; 19:00 ; 00454 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00306 ; 00010 ; 00134 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 20:00 ; 00383 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00301 ; 00010 ; 00104 ; 00004 ; 00000 ; 00000
00001 ; 08/12/2025 ; 21:00 ; 00296 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00221 ; 00007 ; 00082 ; 00005 ; 00000 ; 00000
00001 ; 08/12/2025 ; 22:00 ; 00199 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00156 ; 00009 ; 00069 ; 00006 ; 00000 ; 00000
00001 ; 08/12/2025 ; 23:00 ; 00121 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00080 ; 00008 ; 00029 ; 00003 ; 00000 ; 00000
00001 ; 08/12/2025 ; 24:00 ; 00054 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00027 ; 00001 ; 00012 ; 00002 ; 00000 ; 00000
00001 ; 09/12/2025 ; 01:00 ; 00021 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00001 ; 00007 ; 00000 ; 00000 ; 00000
00001 ; 09/12/2025 ; 02:00 ; 00018 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00002 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 09/12/2025 ; 03:00 ; 00013 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00001 ; 00004 ; 00001 ; 00000 ; 00000
00001 ; 09/12/2025 ; 04:00 ; 00011 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00002 ; 00005 ; 00001 ; 00000 ; 00000
00001 ; 09/12/2025 ; 05:00 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00016 ; 00003 ; 00011 ; 00000 ; 00000 ; 00000
00001 ; 09/12/2025 ; 06:00 ; 00133 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00066 ; 00004 ; 00036 ; 00000 ; 00000 ; 00000
00001 ; 09/12/2025 ; 07:00 ; 00186 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00123 ; 00016 ; 00106 ; 00004 ; 00000 ; 00000
00001 ; 09/12/2025 ; 08:00 ; 00638 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00573 ; 00023 ; 00380 ; 00013 ; 00000 ; 00000
00001 ; 09/12/2025 ; 09:00 ; 00724 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00667 ; 00044 ; 00358 ; 00016 ; 00000 ; 00000
00001 ; 09/12/2025 ; 10:00 ; 00655 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00503 ; 00046 ; 00275 ; 00012 ; 00000 ; 00000
00001 ; 09/12/2025 ; 11:00 ; 00675 ; 00058 ; 00000 ; 00000 ; 00000 ; 00000 ; 00421 ; 00043 ; 00209 ; 00010 ; 00000 ; 00000
00001 ; 09/12/2025 ; 12:00 ; 00729 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00540 ; 00038 ; 00238 ; 00008 ; 00000 ; 00000
00001 ; 09/12/2025 ; 13:00 ; 00724 ; 00069 ; 00000 ; 00000 ; 00000 ; 00000 ; 00516 ; 00050 ; 00192 ; 00012 ; 00000 ; 00000
00001 ; 09/12/2025 ; 14:00 ; 00764 ; 00042 ; 00000 ; 00000 ; 00000 ; 00000 ; 00566 ; 00034 ; 00219 ; 00008 ; 00000 ; 00000
00001 ; 09/12/2025 ; 15:00 ; 00804 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00550 ; 00032 ; 00258 ; 00013 ; 00000 ; 00000
00001 ; 09/12/2025 ; 16:00 ; 00865 ; 00059 ; 00000 ; 00000 ; 00000 ; 00000 ; 00490 ; 00033 ; 00242 ; 00006 ; 00000 ; 00000
00001 ; 09/12/2025 ; 17:00 ; 00930 ; 00049 ; 00000 ; 00000 ; 00000 ; 00000 ; 00595 ; 00042 ; 00249 ; 00011 ; 00000 ; 00000
00001 ; 09/12/2025 ; 18:00 ; 01127 ; 00053 ; 00000 ; 00000 ; 00000 ; 00000 ; 00735 ; 00026 ; 00292 ; 00010 ; 00000 ; 00000
00001 ; 09/12/2025 ; 19:00 ; 00962 ; 00029 ; 00000 ; 00000 ; 00000 ; 00000 ; 00604 ; 00020 ; 00249 ; 00007 ; 00000 ; 00000
00001 ; 09/12/2025 ; 20:00 ; 00637 ; 00028 ; 00000 ; 00000 ; 00000 ; 00000 ; 00462 ; 00019 ; 00160 ; 00008 ; 00000 ; 00000
00001 ; 09/12/2025 ; 21:00 ; 00434 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00301 ; 00009 ; 00105 ; 00006 ; 00000 ; 00000
00001 ; 09/12/2025 ; 22:00 ; 00246 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00178 ; 00007 ; 00084 ; 00004 ; 00000 ; 00000
00001 ; 09/12/2025 ; 23:00 ; 00191 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00111 ; 00006 ; 00042 ; 00002 ; 00000 ; 00000
00001 ; 09/12/2025 ; 24:00 ; 00056 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00003 ; 00011 ; 00000 ; 00000 ; 00000
00001 ; 10/12/2025 ; 01:00 ; 00009 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00001 ; 00005 ; 00001 ; 00000 ; 00000
00001 ; 10/12/2025 ; 02:00 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00011 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 10/12/2025 ; 03:00 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00001 ; 00000 ; 00000 ; 00000
00001 ; 10/12/2025 ; 04:00 ; 00013 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00000 ; 00004 ; 00000 ; 00000 ; 00000
00001 ; 10/12/2025 ; 05:00 ; 00029 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00001 ; 00013 ; 00000 ; 00000 ; 00000
00001 ; 10/12/2025 ; 06:00 ; 00137 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00063 ; 00005 ; 00035 ; 00001 ; 00000 ; 00000
00001 ; 10/12/2025 ; 07:00 ; 00213 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00153 ; 00011 ; 00095 ; 00006 ; 00000 ; 00000
00001 ; 10/12/2025 ; 08:00 ; 00598 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00532 ; 00024 ; 00383 ; 00018 ; 00000 ; 00000
00001 ; 10/12/2025 ; 09:00 ; 00782 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00609 ; 00044 ; 00386 ; 00026 ; 00000 ; 00000
00001 ; 10/12/2025 ; 10:00 ; 00638 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00456 ; 00049 ; 00277 ; 00013 ; 00000 ; 00000
00001 ; 10/12/2025 ; 11:00 ; 00657 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00441 ; 00037 ; 00199 ; 00017 ; 00000 ; 00000
00001 ; 10/12/2025 ; 12:00 ; 00676 ; 00050 ; 00000 ; 00000 ; 00000 ; 00000 ; 00493 ; 00035 ; 00188 ; 00022 ; 00000 ; 00000
00001 ; 10/12/2025 ; 13:00 ; 00716 ; 00062 ; 00000 ; 00000 ; 00000 ; 00000 ; 00506 ; 00037 ; 00206 ; 00011 ; 00000 ; 00000
00001 ; 10/12/2025 ; 14:00 ; 00758 ; 00043 ; 00000 ; 00000 ; 00000 ; 00000 ; 00541 ; 00033 ; 00212 ; 00012 ; 00000 ; 00000
00001 ; 10/12/2025 ; 15:00 ; 00809 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00496 ; 00024 ; 00211 ; 00012 ; 00000 ; 00000
00001 ; 10/12/2025 ; 16:00 ; 00827 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00455 ; 00035 ; 00217 ; 00008 ; 00000 ; 00000
00001 ; 10/12/2025 ; 17:00 ; 00909 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00565 ; 00028 ; 00267 ; 00013 ; 00000 ; 00000
00001 ; 10/12/2025 ; 18:00 ; 01054 ; 00057 ; 00000 ; 00000 ; 00000 ; 00000 ; 00757 ; 00032 ; 00287 ; 00011 ; 00000 ; 00000
00001 ; 10/12/2025 ; 19:00 ; 00930 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00623 ; 00021 ; 00239 ; 00010 ; 00000 ; 00000
00001 ; 10/12/2025 ; 20:00 ; 00643 ; 00030 ; 00000 ; 00000 ; 00000 ; 00000 ; 00432 ; 00014 ; 00148 ; 00008 ; 00000 ; 00000
00001 ; 10/12/2025 ; 21:00 ; 00415 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00273 ; 00013 ; 00084 ; 00005 ; 00000 ; 00000
00001 ; 10/12/2025 ; 22:00 ; 00287 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00170 ; 00010 ; 00070 ; 00006 ; 00000 ; 00000
00001 ; 10/12/2025 ; 23:00 ; 00146 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00097 ; 00007 ; 00032 ; 00002 ; 00000 ; 00000
00001 ; 10/12/2025 ; 24:00 ; 00053 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00036 ; 00003 ; 00012 ; 00001 ; 00000 ; 00000
00001 ; 11/12/2025 ; 01:00 ; 00034 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00017 ; 00001 ; 00011 ; 00000 ; 00000 ; 00000
00001 ; 11/12/2025 ; 02:00 ; 00009 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00000 ; 00005 ; 00000 ; 00000 ; 00000
00001 ; 11/12/2025 ; 03:00 ; 00012 ; 00001 ; 00000 ; 00000 ; 00000 ; 00000 ; 00010 ; 00001 ; 00002 ; 00000 ; 00000 ; 00000
00001 ; 11/12/2025 ; 04:00 ; 00010 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00003 ; 00002 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 11/12/2025 ; 05:00 ; 00033 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00020 ; 00000 ; 00010 ; 00001 ; 00000 ; 00000
00001 ; 11/12/2025 ; 06:00 ; 00135 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00056 ; 00002 ; 00037 ; 00002 ; 00000 ; 00000
00001 ; 11/12/2025 ; 07:00 ; 00205 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00149 ; 00007 ; 00082 ; 00006 ; 00000 ; 00000
00001 ; 11/12/2025 ; 08:00 ; 00599 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00548 ; 00027 ; 00333 ; 00015 ; 00000 ; 00000
00001 ; 11/12/2025 ; 09:00 ; 00740 ; 00054 ; 00000 ; 00000 ; 00000 ; 00000 ; 00630 ; 00042 ; 00328 ; 00011 ; 00000 ; 00000
00001 ; 11/12/2025 ; 10:00 ; 00625 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00780 ; 00063 ; 00376 ; 00026 ; 00000 ; 00000
00001 ; 11/12/2025 ; 11:00 ; 00628 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000 ; 00467 ; 00041 ; 00211 ; 00014 ; 00000 ; 00000
00001 ; 11/12/2025 ; 12:00 ; 00632 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000 ; 00428 ; 00037 ; 00240 ; 00011 ; 00000 ; 00000
00001 ; 11/12/2025 ; 13:00 ; 00721 ; 00067 ; 00000 ; 00000 ; 00000 ; 00000 ; 00489 ; 00032 ; 00233 ; 00013 ; 00000 ; 00000
00001 ; 11/12/2025 ; 14:00 ; 00738 ; 00047 ; 00000 ; 00000 ; 00000 ; 00000 ; 00515 ; 00030 ; 00229 ; 00011 ; 00000 ; 00000
00001 ; 11/12/2025 ; 15:00 ; 00757 ; 00056 ; 00000 ; 00000 ; 00000 ; 00000 ; 00496 ; 00026 ; 00268 ; 00016 ; 00000 ; 00000
00001 ; 11/12/2025 ; 16:00 ; 00856 ; 00066 ; 00000 ; 00000 ; 00000 ; 00000 ; 00417 ; 00025 ; 00262 ; 00016 ; 00000 ; 00000
00001 ; 11/12/2025 ; 17:00 ; 00944 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00560 ; 00034 ; 00293 ; 00017 ; 00000 ; 00000
00001 ; 11/12/2025 ; 18:00 ; 01133 ; 00055 ; 00000 ; 00000 ; 00000 ; 00000 ; 00725 ; 00030 ; 00328 ; 00015 ; 00000 ; 00000
00001 ; 11/12/2025 ; 19:00 ; 00991 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00699 ; 00022 ; 00264 ; 00007 ; 00000 ; 00000
00001 ; 11/12/2025 ; 20:00 ; 00687 ; 00034 ; 00000 ; 00000 ; 00000 ; 00000 ; 00475 ; 00018 ; 00152 ; 00008 ; 00000 ; 00000
00001 ; 11/12/2025 ; 21:00 ; 00476 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00324 ; 00011 ; 00120 ; 00004 ; 00000 ; 00000
00001 ; 11/12/2025 ; 22:00 ; 00283 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00172 ; 00010 ; 00077 ; 00004 ; 00000 ; 00000
00001 ; 11/12/2025 ; 23:00 ; 00204 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00122 ; 00007 ; 00039 ; 00001 ; 00000 ; 00000
00001 ; 11/12/2025 ; 24:00 ; 00086 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00037 ; 00003 ; 00017 ; 00003 ; 00000 ; 00000
00001 ; 12/12/2025 ; 01:00 ; 00033 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00014 ; 00001 ; 00009 ; 00000 ; 00000 ; 00000
00001 ; 12/12/2025 ; 02:00 ; 00019 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00005 ; 00000 ; 00004 ; 00001 ; 00000 ; 00000
00001 ; 12/12/2025 ; 03:00 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00000 ; 00003 ; 00000 ; 00000 ; 00000
00001 ; 12/12/2025 ; 04:00 ; 00006 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00004 ; 00002 ; 00003 ; 00001 ; 00000 ; 00000
00001 ; 12/12/2025 ; 05:00 ; 00044 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00015 ; 00000 ; 00011 ; 00001 ; 00000 ; 00000
00001 ; 12/12/2025 ; 06:00 ; 00147 ; 00002 ; 00000 ; 00000 ; 00000 ; 00000 ; 00069 ; 00002 ; 00041 ; 00002 ; 00000 ; 00000
00001 ; 12/12/2025 ; 07:00 ; 00220 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00173 ; 00013 ; 00104 ; 00005 ; 00000 ; 00000
00001 ; 12/12/2025 ; 08:00 ; 00575 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00570 ; 00020 ; 00335 ; 00019 ; 00000 ; 00000
00001 ; 12/12/2025 ; 09:00 ; 00719 ; 00075 ; 00000 ; 00000 ; 00000 ; 00000 ; 00569 ; 00050 ; 00384 ; 00017 ; 00000 ; 00000
00001 ; 12/12/2025 ; 10:00 ; 00647 ; 00072 ; 00000 ; 00000 ; 00000 ; 00000 ; 00426 ; 00057 ; 00223 ; 00020 ; 00000 ; 00000
00001 ; 12/12/2025 ; 11:00 ; 00657 ; 00068 ; 00000 ; 00000 ; 00000 ; 00000 ; 00326 ; 00042 ; 00261 ; 00013 ; 00000 ; 00000
00001 ; 12/12/2025 ; 12:00 ; 00715 ; 00077 ; 00000 ; 00000 ; 00000 ; 00000 ; 00453 ; 00032 ; 00302 ; 00016 ; 00000 ; 00000
00001 ; 12/12/2025 ; 13:00 ; 00796 ; 00052 ; 00000 ; 00000 ; 00000 ; 00000 ; 00477 ; 00037 ; 00263 ; 00019 ; 00000 ; 00000
00001 ; 12/12/2025 ; 14:00 ; 00861 ; 00045 ; 00000 ; 00000 ; 00000 ; 00000 ; 00564 ; 00031 ; 00236 ; 00011 ; 00000 ; 00000
00001 ; 12/12/2025 ; 15:00 ; 00948 ; 00044 ; 00000 ; 00000 ; 00000 ; 00000 ; 00658 ; 00028 ; 00270 ; 00014 ; 00000 ; 00000
00001 ; 12/12/2025 ; 16:00 ; 00856 ; 00051 ; 00000 ; 00000 ; 00000 ; 00000 ; 00538 ; 00030 ; 00230 ; 00009 ; 00000 ; 00000
00001 ; 12/12/2025 ; 17:00 ; 00814 ; 00040 ; 00000 ; 00000 ; 00000 ; 00000 ; 00455 ; 00029 ; 00251 ; 00009 ; 00000 ; 00000
00001 ; 12/12/2025 ; 18:00 ; 00874 ; 00041 ; 00000 ; 00000 ; 00000 ; 00000 ; 00575 ; 00023 ; 00239 ; 00007 ; 00000 ; 00000
00001 ; 12/12/2025 ; 19:00 ; 00769 ; 00026 ; 00000 ; 00000 ; 00000 ; 00000 ; 00566 ; 00019 ; 00250 ; 00008 ; 00000 ; 00000
00001 ; 12/12/2025 ; 20:00 ; 00654 ; 00031 ; 00000 ; 00000 ; 00000 ; 00000 ; 00525 ; 00014 ; 00250 ; 00008 ; 00000 ; 00000
00001 ; 12/12/2025 ; 21:00 ; 00506 ; 00018 ; 00000 ; 00000 ; 00000 ; 00000 ; 00383 ; 00012 ; 00137 ; 00005 ; 00000 ; 00000
00001 ; 12/12/2025 ; 22:00 ; 00310 ; 00010 ; 00000 ; 00000 ; 00000 ; 00000 ; 00196 ; 00011 ; 00071 ; 00005 ; 00000 ; 00000
00001 ; 12/12/2025 ; 23:00 ; 00268 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00187 ; 00009 ; 00049 ; 00002 ; 00000 ; 00000
00001 ; 12/12/2025 ; 24:00 ; 00599 ; 00007 ; 00000 ; 00000 ; 00000 ; 00000 ; 00103 ; 00005 ; 00031 ; 00001 ; 00000 ; 00000
00001 ; 13/12/2025 ; 01:00 ; 00110 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00067 ; 00004 ; 00026 ; 00002 ; 00000 ; 00000
00001 ; 13/12/2025 ; 02:00 ; 00062 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00029 ; 00003 ; 00012 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 03:00 ; 00045 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00026 ; 00003 ; 00008 ; 00002 ; 00000 ; 00000
00001 ; 13/12/2025 ; 04:00 ; 00026 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00008 ; 00004 ; 00007 ; 00002 ; 00000 ; 00000
00001 ; 13/12/2025 ; 05:00 ; 00028 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00009 ; 00002 ; 00008 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 06:00 ; 00058 ; 00003 ; 00000 ; 00000 ; 00000 ; 00000 ; 00024 ; 00004 ; 00019 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 07:00 ; 00080 ; 00004 ; 00000 ; 00000 ; 00000 ; 00000 ; 00057 ; 00005 ; 00022 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 08:00 ; 00135 ; 00013 ; 00000 ; 00000 ; 00000 ; 00000 ; 00090 ; 00009 ; 00072 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 09:00 ; 00206 ; 00020 ; 00000 ; 00000 ; 00000 ; 00000 ; 00115 ; 00012 ; 00059 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 10:00 ; 00352 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00197 ; 00012 ; 00116 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 11:00 ; 00501 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00320 ; 00013 ; 00149 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 12:00 ; 00621 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00360 ; 00011 ; 00169 ; 00006 ; 00000 ; 00000
00001 ; 13/12/2025 ; 13:00 ; 00608 ; 00019 ; 00000 ; 00000 ; 00000 ; 00000 ; 00417 ; 00011 ; 00185 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 14:00 ; 00574 ; 00016 ; 00000 ; 00000 ; 00000 ; 00000 ; 00432 ; 00008 ; 00177 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 15:00 ; 00482 ; 00011 ; 00000 ; 00000 ; 00000 ; 00000 ; 00315 ; 00014 ; 00151 ; 00008 ; 00000 ; 00000
00001 ; 13/12/2025 ; 16:00 ; 00428 ; 00017 ; 00000 ; 00000 ; 00000 ; 00000 ; 00290 ; 00008 ; 00127 ; 00002 ; 00000 ; 00000
00001 ; 13/12/2025 ; 17:00 ; 00452 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00313 ; 00008 ; 00162 ; 00003 ; 00000 ; 00000
00001 ; 13/12/2025 ; 18:00 ; 00559 ; 00014 ; 00000 ; 00000 ; 00000 ; 00000 ; 00467 ; 00008 ; 00188 ; 00006 ; 00000 ; 00000
00001 ; 13/12/2025 ; 19:00 ; 00558 ; 00015 ; 00000 ; 00000 ; 00000 ; 00000 ; 00449 ; 00009 ; 00189 ; 00004 ; 00000 ; 00000
00001 ; 13/12/2025 ; 20:00 ; 00474 ; 00008 ; 00000 ; 00000 ; 00000 ; 00000 ; 00406 ; 00009 ; 00115 ; 00004 ; 00000 ; 00000
00001 ; 13/12/2025 ; 21:00 ; 00463 ; 00009 ; 00000 ; 00000 ; 00000 ; 00000 ; 00294 ; 00010 ; 00080 ; 00005 ; 00000 ; 00000
00001 ; 13/12/2025 ; 22:00 ; 00297 ; 00012 ; 00000 ; 00000 ; 00000 ; 00000 ; 00226 ; 00010 ; 00071 ; 00004 ; 00000 ; 00000
00001 ; 13/12/2025 ; 23:00 ; 00224 ; 00006 ; 00000 ; 00000 ; 00000 ; 00000 ; 00159 ; 00011 ; 00033 ; 00001 ; 00000 ; 00000
00001 ; 13/12/2025 ; 24:00 ; 00548 ; 00005 ; 00000 ; 00000 ; 00000 ; 00000 ; 00094 ; 00006 ; 00022 ; 00001 ; 00000 ; 00000
00003 ; 08/12/2025 ; 01:00 ; 00043 ; 00004 ; 00036 ; 00003 ; 00006 ; 00000 ; 00045 ; 00012 ; 00074 ; 00003 ; 00005 ; 00000
00003 ; 08/12/2025 ; 02:00 ; 00038 ; 00008 ; 00035 ; 00007 ; 00004 ; 00000 ; 00023 ; 00013 ; 00032 ; 00004 ; 00003 ; 00000
00003 ; 08/12/2025 ; 03:00 ; 00010 ; 00004 ; 00019 ; 00005 ; 00003 ; 00000 ; 00018 ; 00015 ; 00024 ; 00003 ; 00000 ; 00000
00003 ; 08/12/2025 ; 04:00 ; 00014 ; 00006 ; 00013 ; 00002 ; 00000 ; 00000 ; 00014 ; 00012 ; 00013 ; 00002 ; 00001 ; 00000
00003 ; 08/12/2025 ; 05:00 ; 00023 ; 00011 ; 00025 ; 00008 ; 00003 ; 00000 ; 00011 ; 00018 ; 00033 ; 00002 ; 00001 ; 00000
00003 ; 08/12/2025 ; 06:00 ; 00049 ; 00007 ; 00044 ; 00009 ; 00005 ; 00000 ; 00023 ; 00022 ; 00052 ; 00006 ; 00001 ; 00001
